# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_model
# start_datetime = 2023-05-02 19:49:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmp3g0x3jh1/7nxfj759.json
# init = 2 (Default)
# random
#   seed = 6022023
# output
#   file = /home/lab5/output/model-20230502194923_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10
515.453,0.953398,0.0924273,3,11,0,-514.704,4.72607,-0.953877,31.0921,28.0707,24.1848,22.2701,21.0518,20.3222,20.8365,19.7299,16.6541,17.382
516.422,0.998079,0.0924273,3,11,0,-515.369,4.54551,-0.825514,30.8727,28.2587,24.8398,23.1286,22.0295,21.3672,21.8343,20.8272,17.9858,18.6642
516.885,0.999611,0.0924273,4,19,0,-516.403,4.32651,-0.689356,29.8111,27.688,24.8614,23.4229,22.4896,21.9236,22.3231,21.46,18.9861,19.5822
516.939,0.989746,0.0924273,5,35,0,-516.511,3.73836,-0.311233,27.598,26.6926,25.426,24.7509,24.3006,24.0226,24.2193,23.7919,22.5119,22.8284
516.559,0.891749,0.0924273,4,31,0,-516.053,4.07039,-0.483502,30.4769,28.9379,26.8328,25.7341,25.0106,24.5675,24.8806,24.2019,22.2096,22.6964
516.829,0.904756,0.0924273,4,31,0,-514.487,3.59206,-0.228902,26.6479,26.0021,25.0888,24.5971,24.2673,24.0628,24.2075,23.8926,22.9403,23.1771
517.022,0.850558,0.0924273,5,39,0,-514.132,4.16479,-0.596548,28.7487,26.9682,24.5687,23.3336,22.5268,22.0354,22.3825,21.6315,19.4561,19.9836
516.861,0.985405,0.0924273,4,31,0,-516.232,3.63046,-0.250238,26.9039,26.192,25.1879,24.6488,24.2877,24.064,24.2222,23.878,22.8396,23.0973
517.111,0.865698,0.0924273,3,15,0,-515.611,3.74407,-0.334912,26.882,25.9342,24.6123,23.9098,23.4421,23.1536,23.3577,22.9144,21.5907,21.9174
517.158,0.997633,0.0924273,5,39,0,-517.071,4.10175,-0.541753,29.0669,27.4273,25.2017,24.0484,23.2922,22.8302,23.1566,22.4499,20.3897,20.8912
516.564,0.905054,0.0924273,3,15,0,-516.379,4.04992,-0.471636,30.3421,28.8465,26.7977,25.7269,25.0211,24.5885,24.8942,24.2315,22.2837,22.7601
516.448,0.991275,0.0924273,4,31,0,-516.111,3.74335,-0.379858,25.2795,24.271,22.8728,22.1337,21.6433,21.3415,21.5549,21.0916,19.715,20.0538
514.484,0.66045,0.0924273,2,3,0,-514.037,3.81031,-0.289592,30.5372,29.604,28.2947,27.595,27.1276,26.8387,27.0431,26.5988,25.2648,25.5951
514.765,1,0.0924273,2,7,0,-514.276,3.57954,-0.322187,23.1994,22.412,21.3119,20.7264,20.3363,20.0955,20.2658,19.8957,18.7887,19.0622
515.07,0.852516,0.0924273,4,19,0,-512.296,3.28009,-0.00823379,26.284,26.2608,26.2271,26.2084,26.1957,26.1877,26.1933,26.181,26.1427,26.1524
515.07,0.871496,0.0924273,1,1,0,-514.438,3.28009,-0.00823379,26.284,26.2608,26.2271,26.2084,26.1957,26.1877,26.1933,26.181,26.1427,26.1524
516.099,1,0.0924273,2,3,0,-515.375,3.26184,-0.0296145,25.0737,24.9942,24.8789,24.8153,24.772,24.7448,24.7641,24.7221,24.5924,24.6251
516.483,0.973729,0.0924273,5,43,0,-515.587,4.28081,-0.68656,28.5872,26.5593,23.8583,22.4833,21.591,21.0498,21.4318,20.6064,18.24,18.8104
514.802,0.821341,0.0924273,2,3,0,-514.507,4.39681,-0.638551,34.2553,31.9895,28.9526,27.3974,26.3848,25.7691,26.2038,25.2639,22.5542,23.2094
515.785,1,0.0924273,4,31,0,-513.61,3.35168,-0.0634074,26.206,26.0285,25.772,25.6311,25.5354,25.4756,25.518,25.4256,25.1407,25.2123
513.952,0.620301,0.0924273,2,3,0,-513.543,3.28929,-0.161378,21.5677,21.1979,20.6702,20.3838,20.1907,20.0705,20.1556,19.9704,19.4059,19.5468
516.103,1,0.0924273,1,3,0,-514.409,3.31341,-0.123439,23.2565,22.9509,22.5126,22.2736,22.112,22.0113,22.0826,21.9272,21.4516,21.5707
516.61,0.990413,0.0924273,3,15,0,-515.6,3.5257,-0.238711,24.6086,23.987,23.109,22.6369,22.3205,22.1243,22.2631,21.9612,21.0492,21.2757
516.61,0.864601,0.0924273,1,1,0,-516.218,3.5257,-0.238711,24.6086,23.987,23.109,22.6369,22.3205,22.1243,22.2631,21.9612,21.0492,21.2757
516.673,0.999702,0.0924273,3,15,0,-516.03,3.39339,-0.136901,24.7389,24.3786,23.8628,23.582,23.3924,23.2742,23.3579,23.1757,22.6187,22.758
516.843,0.985239,0.0924273,4,23,0,-516.465,3.58536,-0.22668,26.5497,25.9124,25.011,24.5255,24.1998,23.9978,24.1408,23.8297,22.889,23.1229
516.854,0.983751,0.0924273,4,19,0,-516.567,3.73622,-0.305206,27.7642,26.8708,25.6197,24.9525,24.5073,24.2323,24.4269,24.0041,22.737,23.0504
517.054,0.845032,0.0924273,2,3,0,-516.097,3.76508,-0.334131,27.4818,26.5151,25.1667,24.45,23.9729,23.6785,23.8867,23.4345,22.0837,22.4171
516.726,0.996905,0.0924273,4,19,0,-516.677,3.46003,-0.186116,24.7421,24.2535,23.5585,23.1825,22.9294,22.7721,22.8834,22.6411,21.9046,22.0882
514.255,0.559088,0.0924273,1,3,0,-514.134,3.39554,-0.220664,22.1387,21.6213,20.8887,20.4939,20.2289,20.0645,20.1809,19.9277,19.1615,19.3521
515.372,1,0.0924273,2,3,0,-514.43,3.56784,-0.169452,28.1864,27.6791,26.9561,26.564,26.2998,26.1356,26.2518,25.9986,25.2275,25.42
516.068,1,0.0924273,2,3,0,-515.335,3.51988,-0.255779,23.9079,23.2614,22.3503,21.8615,21.5341,21.3314,21.4748,21.1629,20.2227,20.456
515.454,0.718835,0.0924273,4,31,0,-512.868,3.83295,-0.458675,24.8555,23.6633,22.0271,21.1707,20.6056,20.2591,20.504,19.973,18.4098,18.7925
516.775,1,0.0924273,2,3,0,-515.685,3.89223,-0.388135,29.0114,27.8294,26.1922,25.3278,24.7545,24.4018,24.6512,24.1099,22.5032,22.8984
515.73,0.962926,0.0924273,5,43,0,-515.531,3.32708,-0.0490871,26.0688,25.932,25.7339,25.6249,25.5509,25.5045,25.5374,25.4657,25.2446,25.3002
516.044,1,0.0924273,2,3,0,-515.827,3.26443,-0.093477,23.06,22.8301,22.4992,22.318,22.1953,22.1188,22.173,22.0547,21.6915,21.7826
516.129,0.925934,0.0924273,2,3,0,-515.455,3.33409,-0.0658813,25.6632,25.4826,25.2217,25.0784,24.9812,24.9204,24.9634,24.8695,24.5801,24.6529
516.394,0.98982,0.0924273,2,7,0,-516,3.2649,-0.0694156,23.8335,23.6568,23.4017,23.2617,23.1666,23.1072,23.1493,23.0576,22.7749,22.8459
516.766,1,0.0924273,5,43,0,-516.215,4.47056,-0.753368,31.5767,29.1275,25.8937,24.2607,23.2063,22.5688,23.0187,22.0477,19.2855,19.9482
516.183,0.984019,0.0924273,4,17,0,-516.063,4.73486,-0.920229,32.8259,29.7431,25.7607,23.7904,22.5336,21.7797,22.3112,21.167,17.9743,18.7316
514.239,0.450722,0.0924273,2,3,0,-512.905,4.72642,-0.98343,29.8854,26.896,23.0659,21.1857,19.9918,19.2779,19.781,18.6989,15.7011,16.4091
516.19,0.949511,0.0924273,2,7,0,-513.862,4.72693,-0.895216,33.6864,30.6046,26.6106,24.6286,23.3619,22.6012,23.1376,21.9825,18.7499,19.518
516.292,0.975066,0.0924273,3,11,0,-515.819,4.60839,-0.86235,31.2799,28.5186,24.9245,23.1337,21.9865,21.2965,21.7831,20.7346,17.789,18.4905
516.62,0.914195,0.0924273,5,35,0,-515.521,3.99255,-0.439982,29.9024,28.5251,26.6305,25.6364,24.9797,24.5766,24.8615,24.2436,22.4205,22.8673
514.653,0.772816,0.0924273,2,3,0,-514.577,4.03829,-0.423383,32.012,30.5919,28.6342,27.6049,26.9241,26.5059,26.8015,26.1602,24.2645,24.7296
516.095,1,0.0924273,2,3,0,-514.861,3.96702,-0.521705,26.1008,24.6815,22.7499,21.7465,21.0875,20.6846,20.9693,20.3527,18.5509,18.9901
516.563,0.998288,0.0924273,3,15,0,-516.006,4.0016,-0.443333,30.038,28.6442,26.7276,25.7225,25.0586,24.6512,24.9392,24.3146,22.4729,22.9242
516.751,0.992247,0.0924273,5,43,0,-514.485,4.47595,-0.765616,31.2263,28.7664,25.5238,23.8889,22.8341,22.1968,22.6465,21.6761,18.9192,19.5801
516.68,0.979614,0.0924273,2,3,0,-516.659,4.49832,-0.762022,32.0884,29.572,26.2533,24.5793,23.4991,22.8462,23.3069,22.3127,19.4873,20.1648
516.268,0.970467,0.0924273,4,19,0,-516.216,4.62318,-0.821461,33.5495,30.7222,27.0224,25.1696,23.9792,23.2618,23.7679,22.6768,19.5972,20.3327
516.478,1,0.0924273,2,3,0,-516.297,4.56846,-0.832016,31.3132,28.6419,25.1511,23.4053,22.2845,21.6094,22.0855,21.059,18.165,18.8556
516.697,0.97832,0.0924273,3,11,0,-516.382,4.51024,-0.776282,31.8533,29.3105,25.9633,24.2778,23.1913,22.5351,22.9981,21.9991,19.1648,19.8438
517.047,0.851549,0.0924273,5,39,0,-515.59,3.82558,-0.365608,27.9798,26.9047,25.4112,24.6205,24.0953,23.7717,24.0005,23.5037,22.0255,22.3896
516.256,0.525972,0.0924273,2,3,0,-513.79,3.81598,-0.327972,29.1584,28.1513,26.7454,25.9976,25.4995,25.1922,25.4096,24.9373,23.5256,23.8742
516.902,1,0.0924273,4,27,0,-516.175,4.16088,-0.602653,28.4013,26.6249,24.2328,23.0024,22.1992,21.71,22.0554,21.308,19.1443,19.6688
516.458,0.83831,0.0924273,4,19,0,-515.038,4.47972,-0.733315,32.743,30.2683,26.9923,25.3339,24.2616,23.6126,24.0706,23.0817,20.262,20.9395
517.106,0.998899,0.0924273,5,35,0,-515.962,3.78043,-0.366459,26.7138,25.685,24.256,23.4995,22.997,22.6875,22.9063,22.4311,21.0172,21.3654
516.503,0.756559,0.0924273,4,23,0,-514.294,3.33909,-0.0893667,24.9859,24.7478,24.4047,24.2168,24.0895,24.0101,24.0663,23.9436,23.5664,23.6611
516.761,0.928437,0.0924273,5,35,0,-515.844,4.24133,-0.653472,28.7374,26.7937,24.1936,22.8646,22.0001,21.4749,21.8457,21.0441,18.7372,19.2945
517.01,0.997156,0.0924273,5,43,0,-516.672,3.78634,-0.37989,26.3888,25.336,23.8762,23.1047,22.5928,22.2776,22.5005,22.0168,20.5797,20.9334
516.476,0.996595,0.0924273,5,43,0,-515.971,4.61954,-0.838476,32.6675,29.8601,26.1944,24.3625,23.187,22.4792,22.9784,21.9023,18.8707,19.5939
517.078,0.836788,0.0924273,4,23,0,-513.942,3.99266,-0.497561,27.6669,26.2303,24.2688,23.2468,22.5745,22.163,22.4538,21.8237,19.9772,20.428
517.061,0.999377,0.0924273,5,45,0,-516.84,3.72079,-0.313069,27.0502,26.1576,24.9092,24.244,23.8004,23.5265,23.7202,23.2992,22.0386,22.3502
516.493,0.892718,0.0924273,4,23,0,-515.833,3.95302,-0.501983,26.4331,25.0486,23.1595,22.1758,21.5288,21.1329,21.4127,20.8065,19.0311,19.4644
516.799,1,0.0924273,1,1,0,-516.492,3.97044,-0.500605,26.9479,25.5402,23.6191,22.6186,21.9605,21.5577,21.8423,21.2257,19.4193,19.8602
516.865,0.961739,0.0924273,4,23,0,-516.159,3.68413,-0.325699,25.6351,24.7557,23.5277,22.8744,22.4392,22.1706,22.3605,21.9478,20.7137,21.0185
517.128,0.999902,0.0924273,4,23,0,-516.783,3.87113,-0.397971,28.0304,26.86,25.2411,24.3873,23.8215,23.4736,23.7196,23.1857,21.6028,21.9919
517.157,0.973906,0.0924273,4,27,0,-516.832,4.08442,-0.537961,28.7143,27.1056,24.9209,23.7882,23.0453,22.5914,22.9121,22.2177,20.1924,20.6855
517.157,0.903721,0.0924273,1,3,0,-516.819,4.08442,-0.537961,28.7143,27.1056,24.9209,23.7882,23.0453,22.5914,22.9121,22.2177,20.1924,20.6855
516.888,0.928118,0.0924273,2,3,0,-516.702,4.09509,-0.51139,30.0834,28.479,26.2925,25.1553,24.4079,23.9507,24.2737,23.5739,21.5263,22.0258
516.397,0.933033,0.0924273,4,31,0,-515.928,3.72275,-0.369162,25.1247,24.1501,22.7969,22.0807,21.6051,21.3122,21.5193,21.0697,19.732,20.0614
517.047,0.885963,0.0924273,4,31,0,-514.085,4.18435,-0.577408,30.0845,28.2793,25.8403,24.5819,23.7588,23.2569,23.6114,22.8442,20.6168,21.1577
516.313,0.878421,0.0924273,3,15,0,-516.031,4.11814,-0.504214,31.0851,29.4499,27.2194,26.0582,25.2946,24.8274,25.1576,24.4423,22.3478,22.8589
515.958,0.965172,0.0924273,2,3,0,-515.843,3.97874,-0.531998,26.0437,24.6003,22.6386,21.6209,20.953,20.5448,20.8332,20.2087,18.386,18.83
515.477,0.975646,0.0924273,4,27,0,-513.81,4.29055,-0.587282,33.0121,30.9984,28.2812,26.8809,25.9657,25.408,25.8019,24.9495,22.4773,23.0772
516.984,0.967202,0.0924273,2,3,0,-515.05,4.17387,-0.604363,28.7061,26.9057,24.4819,23.2354,22.4217,21.9262,22.2762,21.5192,19.3282,19.8592
515.53,0.928089,0.0924273,4,23,0,-514.634,4.7713,-0.89157,35.3886,32.1638,27.9822,25.9062,24.5791,23.782,24.344,23.1335,19.7444,20.5499
514.813,0.989261,0.0924273,4,19,0,-514.506,4.96562,-1.00088,37.077,33.3058,28.4853,26.1238,24.6263,23.7316,24.3621,23.0064,19.2582,20.1424
514.813,0.0567238,0.0924273,1,1,0,-509.735,4.96562,-1.00088,37.077,33.3058,28.4853,26.1238,24.6263,23.7316,24.3621,23.0064,19.2582,20.1424
515.239,1,0.0924273,2,3,0,-514.837,4.85339,-1.02385,32.1272,28.7885,24.5335,22.455,21.1391,20.3538,20.9072,19.7178,16.4382,17.2106
516.517,0.941492,0.0924273,5,35,0,-511.045,4.57984,-0.808378,32.6996,29.9859,26.4287,24.6446,23.4971,22.8052,23.2933,22.2406,19.265,19.9763
516.482,0.904428,0.0924273,5,39,0,-514.249,3.70891,-0.275151,28.1364,27.3188,26.1695,25.5542,25.1429,24.8884,25.0684,24.6769,23.4995,23.7913
517.005,1,0.0924273,2,3,0,-516.643,3.69073,-0.292042,27.0059,26.1738,25.0066,24.383,23.9666,23.7092,23.8913,23.4955,22.3074,22.6015
517.025,1,0.0924273,2,7,0,-516.994,3.66052,-0.295261,26.0884,25.2758,24.1365,23.5281,23.1219,22.8709,23.0485,22.6624,21.5042,21.7908
517.086,0.998487,0.0924273,4,19,0,-516.921,3.75013,-0.349031,26.5343,25.5601,24.2038,23.4843,23.0058,22.7108,22.9194,22.4663,21.1154,21.4485
516.976,0.953032,0.0924273,2,3,0,-516.821,3.79411,-0.343464,27.9365,26.9269,25.5203,24.7736,24.2767,23.9704,24.187,23.7165,22.3124,22.6588
516.464,0.85234,0.0924273,3,15,0,-515.637,3.57582,-0.202704,27.1636,26.5799,25.7515,25.3041,25.0033,24.8166,24.9488,24.6611,23.7887,24.006
515.525,0.727298,0.0924273,1,1,0,-515.451,3.59139,-0.185587,28.2355,27.6795,26.8886,26.4605,26.1725,25.9935,26.1202,25.8443,25.006,25.215
516.237,1,0.0924273,2,3,0,-515.645,3.53541,-0.259999,24.1439,23.4805,22.5459,22.0447,21.7093,21.5016,21.6485,21.3289,20.366,20.6049
517.023,0.983462,0.0924273,4,27,0,-515.81,3.95047,-0.477282,27.2609,25.9015,24.0407,23.0687,22.4284,22.0361,22.3133,21.7123,19.947,20.3786
516.631,0.999341,0.0924273,4,31,0,-515.985,4.48624,-0.784112,30.7706,28.2905,25.0291,23.3885,22.3314,21.6933,22.1435,21.1722,18.4188,19.078
516.86,0.98211,0.0924273,3,15,0,-516.26,4.41099,-0.719247,31.1549,28.8437,25.7784,24.2241,23.218,22.6086,23.0387,22.11,19.4576,20.0955
516.866,1,0.0924273,2,3,0,-516.86,4.40502,-0.723004,30.8126,28.5152,25.47,23.9265,22.9276,22.3228,22.7496,21.8279,19.1965,19.8292
516.947,0.969062,0.0924273,4,27,0,-514.518,4.26641,-0.62211,30.7431,28.7602,26.0968,24.7302,23.8392,23.2971,23.6799,22.852,20.4606,21.0395
516.642,0.904761,0.0924273,1,1,0,-516.634,4.28105,-0.61403,31.539,29.5303,26.8295,25.4422,24.5373,23.9865,24.3754,23.5341,21.1016,21.6908
515.957,0.860132,0.0924273,1,3,0,-515.823,4.28636,-0.59567,32.5035,30.4934,27.784,26.3893,25.4782,24.9232,25.3152,24.4671,22.0099,22.6058
515.556,0.966101,0.0924273,2,3,0,-515.408,4.2177,-0.677457,27.171,25.2682,22.7309,21.4376,20.5979,20.0884,20.4481,19.6708,17.44,17.978
515.923,1,0.0924273,2,3,0,-515.497,4.35752,-0.638182,32.952,30.7736,27.8537,26.3584,25.3847,24.7927,25.2107,24.3069,21.7013,22.3314
512.243,0.637864,0.0924273,2,3,0,-512.023,4.21426,-0.729877,25.2259,23.3279,20.8142,19.5413,18.7179,18.2195,18.5712,17.8118,15.6454,16.166
516.649,1,0.0924273,2,3,0,-512.827,4.35813,-0.663131,31.879,29.6921,26.7703,25.2786,24.3089,23.7201,24.1358,23.2374,20.6546,21.2781
516.283,0.904259,0.0924273,3,11,0,-515.781,4.20752,-0.652947,27.8016,25.9226,23.409,22.124,21.2882,20.7804,21.1389,20.3639,18.1333,18.6722
516.377,0.944631,0.0924273,3,15,0,-515.43,4.06753,-0.571361,26.9874,25.3844,23.217,22.0979,21.3656,20.919,21.2344,20.5516,18.5677,19.0496
516.405,0.85517,0.0924273,4,19,0,-514.995,4.29481,-0.696965,28.5855,26.5281,23.7916,22.4002,21.4981,20.9511,21.3372,20.5032,18.1151,18.6903
516.591,0.999853,0.0924273,4,19,0,-516.239,4.15732,-0.53637,30.9522,29.2231,26.8744,25.6565,24.8576,24.3694,24.7143,23.9675,21.7888,22.3193
514.349,0.753335,0.0924273,5,35,0,-512.798,3.44928,-0.251507,22.4072,21.8113,20.971,20.5199,20.2178,20.0306,20.163,19.875,19.0064,19.222
515.275,0.998862,0.0924273,3,11,0,-514.189,3.64907,-0.212417,28.847,28.1977,27.2774,26.781,26.4475,26.2406,26.3871,26.0684,25.1028,25.3431
515.063,0.909472,0.0924273,4,27,0,-513.323,3.97345,-0.54831,25.3414,23.8952,21.9338,20.9182,20.2525,19.846,20.1332,19.5115,17.7003,18.1409
516.721,1,0.0924273,2,3,0,-515.514,4.01808,-0.531216,27.1172,25.6165,23.5766,22.5182,21.8236,21.3992,21.6991,21.0496,19.1537,19.6155
516.367,0.976081,0.0924273,4,23,0,-515.565,4.66309,-0.876833,32.3981,29.4923,25.7172,23.8395,22.638,21.9158,22.425,21.328,18.2511,18.9831
516.199,0.771996,0.0924273,2,3,0,-514.94,4.57418,-0.850599,30.7116,28.0358,24.5475,22.8069,21.6909,21.0193,21.493,20.4722,17.6006,18.2851
515.691,0.688783,0.0924273,2,3,0,-513.991,4.61381,-0.88913,30.332,27.5751,23.9993,22.2234,21.088,20.406,20.8869,19.8511,16.9502,17.6398
514.646,0.914178,0.0924273,3,15,0,-513.387,4.87764,-0.937305,37.0002,33.464,28.9062,26.656,25.2223,24.3632,24.9688,23.6653,20.0348,20.895
514.842,0.95685,0.0924273,2,7,0,-513.802,4.83847,-0.916377,36.5996,33.176,28.7513,26.5611,25.1636,24.3253,24.9163,23.6438,20.0912,20.9341
513.663,0.809268,0.0924273,4,19,0,-512.345,4.56213,-0.720759,36.1641,33.4758,29.9112,28.104,26.9343,26.226,26.7259,25.6464,22.5637,23.305
516.671,0.986912,0.0924273,1,3,0,-514.034,4.48834,-0.78141,30.9478,28.4617,25.1912,23.5454,22.4849,21.8445,22.2963,21.3216,18.5576,19.2195
516.541,0.997192,0.0924273,3,11,0,-516.459,4.5745,-0.827959,31.6759,28.9862,25.4696,23.71,22.58,21.8992,22.3794,21.3441,18.4242,19.1213
516.356,0.999972,0.0924273,5,39,0,-516.074,3.25416,-0.0440651,24.4005,24.2856,24.119,24.0273,23.9649,23.9259,23.9535,23.8932,23.7069,23.7538
517.068,0.973697,0.0924273,5,45,0,-516.15,3.7913,-0.349128,27.6457,26.6304,25.217,24.4671,23.9685,23.661,23.8784,23.4063,21.9985,22.3456
516.699,0.759618,0.0924273,3,15,0,-515.244,3.73424,-0.29702,28.0177,27.1399,25.9095,25.2525,24.814,24.543,24.7347,24.318,23.0679,23.3773
516.099,0.907464,0.0924273,3,11,0,-515.846,3.77333,-0.299874,29.0224,28.1045,26.8183,26.1319,25.6738,25.3907,25.591,25.1557,23.8505,24.1734
516.562,0.897835,0.0924273,4,31,0,-515.185,3.60099,-0.219815,27.2193,26.5856,25.6882,25.2046,24.8799,24.6785,24.821,24.5109,23.572,23.8056
516.921,0.995762,0.0924273,3,15,0,-516.421,3.60779,-0.271595,25.5527,24.8196,23.7887,23.2366,22.8673,22.6388,22.8005,22.4489,21.3914,21.6535
516.71,0.953281,0.0924273,3,11,0,-516.457,3.72755,-0.293796,27.9523,27.0858,25.8709,25.222,24.7887,24.5208,24.7103,24.2985,23.0626,23.3685
515.466,0.999453,0.0924273,4,25,0,-514.455,2.99024,0.122146,23.4604,23.7695,24.2274,24.4846,24.6617,24.7733,24.6941,24.8673,25.4129,25.2741
515.359,0.99358,0.0924273,3,15,0,-514.674,2.8812,0.155396,22.0036,22.3731,22.9229,23.2329,23.4469,23.582,23.4862,23.6959,24.3592,24.1901
515.225,0.998693,0.0924273,2,7,0,-515.087,2.84335,0.185377,22.0625,22.5052,23.1665,23.5408,23.7996,23.9633,23.8472,24.1014,24.9085,24.7022
515.949,0.982237,0.0924273,3,13,0,-514.799,3.11311,0.0431833,23.8425,23.9531,24.1153,24.2055,24.2672,24.306,24.2785,24.3386,24.526,24.4786
515.526,0.990692,0.0924273,3,15,0,-515.032,2.95875,0.0986864,22.0238,22.258,22.6038,22.7974,22.9305,23.0144,22.9549,23.0849,23.4932,23.3895
514.886,0.873778,0.0924273,3,15,0,-513.692,2.95946,0.158518,23.8954,24.3048,24.9141,25.2579,25.4952,25.6451,25.5388,25.7714,26.5076,26.3198
515.365,0.999387,0.0924273,3,11,0,-514.513,2.89343,0.161859,22.4698,22.863,23.4484,23.7789,24.007,24.1511,24.0489,24.2726,24.9808,24.8001
514.643,0.65664,0.0924273,2,3,0,-513.194,2.89783,0.101704,20.8067,21.0347,21.3716,21.5603,21.6901,21.7718,21.7138,21.8405,22.2388,22.1376
516.553,0.999086,0.0924273,4,19,0,-514.651,3.32948,-0.0958635,24.5307,24.2799,23.9191,23.7216,23.5879,23.5044,23.5635,23.4347,23.0389,23.1381
516.876,0.986718,0.0924273,4,23,0,-516.239,3.55437,-0.238694,25.3248,24.6852,23.7817,23.2959,22.9702,22.7684,22.9112,22.6005,21.662,21.8952
516.234,0.919442,0.0924273,3,11,0,-516.111,3.44859,-0.205622,23.8241,23.3049,22.5682,22.1705,21.9033,21.7374,21.8548,21.5992,20.8243,21.0173
514.271,0.686111,0.0924273,1,3,0,-514.097,3.42901,-0.240647,22.2822,21.7149,20.9137,20.4831,20.1944,20.0155,20.1421,19.8667,19.0352,19.2417
514.564,0.991876,0.0924273,5,41,0,-510.807,3.91956,-0.526161,24.7416,23.385,21.5398,20.5819,19.9529,19.5685,19.8401,19.2518,17.5336,17.9523
516.576,1,0.0924273,1,1,0,-515.127,3.96202,-0.504381,26.5859,25.1869,23.2786,22.2853,21.6321,21.2324,21.5148,20.9029,19.1111,19.5483
516.586,0.964045,0.0924273,5,39,0,-515.7,3.50826,-0.228658,24.514,23.9206,23.0812,22.6294,22.3263,22.1383,22.2713,21.9819,21.1067,21.3243
